RepoName;RepoType;GitHubLanguages
fastmonkeys/stellar;NonML;Python
fastred/Optimizing-Swift-Build-Times;NonML;Swift
fat/zoom.js;NonML;JavaScript
fbeline/design-patterns-JS;NonML;JavaScript
fbrctr/fabricator;NonML;JavaScript
fcwu/docker-ubuntu-vnc-desktop;NonML;JavaScript,Python,Vue
fehmicansaglam/progressed.io;NonML;Scala
feicien/android-auto-update;NonML;Java
feimosi/baguetteBox.js;NonML;JavaScript
felipernb/algorithms.js;NonML;JavaScript,Makefile
felixge/node-dateformat;NonML;JavaScript,Shell
felixhao28/JSCPP;NonML;TypeScript,C++,JavaScript
felixrieseberg/React-Dropzone-Component;NonML;JavaScript
fengjueming/unblock-NetEaseMusic;NonML;
fengsp/plan;NonML;Python,Makefile
fengyuanchen/compressorjs;NonML;JavaScript,Shell
fengyuanchen/cropper;NonML;JavaScript
fex-team/fis;NonML;PHP,JavaScript,Smarty
fex-team/fis3;NonML;JavaScript,PHP,Smarty
fex-team/kityminder-editor;NonML;JavaScript,PHP
fggeraissate/FFCalendar;NonML;Objective-C
fgnass/spin.js;NonML;TypeScript,JavaScript
fgrehm/vagrant-lxc;NonML;Ruby,Shell,Vim script
fideloper/Vaprobash;NonML;Shell,Vim script
fightforthefuture/battleforthenet-widget;NonML;JavaScript
filamentgroup/criticalCSS;NonML;JavaScript
filamentgroup/tablesaw;NonML;JavaScript
firebase/geofire-js;NonML;TypeScript,Shell,JavaScript
fireeye/flare-floss;NonML;Python
firehol/firehol;NonML;Shell,M4,Perl
fitztrev/shuttle;NonML;Objective-C,AppleScript,Shell
flaskbb/flaskbb;NonML;Python,JavaScript,SCSS
flatiron/director;NonML;JavaScript
flatlogic/angular-material-dashboard;NonML;JavaScript,SCSS
flatlogic/sing-app;NonML;Handlebars,SCSS,JavaScript
flexxui/flexx;NonML;Python,JavaScript
flink-china/flink-forward-china-2018;NonML;
flipkart-incubator/Astra;NonML;Python,JavaScript,Dockerfile
flipkart-incubator/proteus;NonML;Java,JavaScript
floatinghotpot/cordova-admob-pro;NonML;Java,Objective-C,JavaScript
floooh/oryol;NonML;C++,Objective-C,Python
florent37/ArcLayout;NonML;Java,Shell
florent37/BubbleTab;NonML;Java,Shell
florent37/GlidePalette;NonML;Java,Shell
florianheinemann/passwordless;NonML;JavaScript
florianholzapfel/express-restify-mongoose;NonML;JavaScript
flowhub/the-graph;NonML;JavaScript,Stylus
flutterchina/gitme;NonML;
flyeralarm/onboarding;NonML;Go
flyimg/flyimg;NonML;PHP,Python,Shell
flyingrub/scdl;NonML;Python
flyzy2005/ss-fly;NonML;
fniessen/org-html-themes;NonML;JavaScript
fogleman/primitive;NonML;Go,Python
fogleman/pt;NonML;Go
fookwood/Launcher3;NonML;Java,Python,Makefile
foolwood/DaSiamRPN;NonML;Python,Shell,Objective-C
foolwood/benchmark_results;NonML;
foospidy/payloads;NonML;Shell
formulahendry/955.WLB;NonML;
foru17/front-end-collect;NonML;JavaScript
fossasia/2018.fossasia.org;NonML;JavaScript
fossasia/2019.fossasia.org;NonML;Less,JavaScript
fossasia/api.fossasia.net;NonML;JavaScript,PHP
fossasia/codeheat.org;NonML;Less,PHP,JavaScript
fossasia/events.fossasia.org;NonML;Less,JavaScript
fossasia/fossasia-artwork;NonML;
fossasia/gci17.fossasia.org;NonML;JavaScript,Ruby,Shell
fossasia/geolocation;NonML;JavaScript
fossasia/loklak_scraper_js;NonML;JavaScript,Java
fossasia/loklak_tweetheatmap;NonML;JavaScript,CoffeeScript,PowerShell
fossasia/loklak_wok_android;NonML;Java,Shell
fossasia/meilix-artwork;NonML;Shell,QML,Makefile
fossasia/meilix-systemlock;NonML;Python,Shell,Makefile
fossasia/open-event;NonML;Python
fossasia/open-event-droidgen;NonML;Java,Kotlin,Python
fossasia/open-event-theme;NonML;JavaScript
fossasia/open-event-wsgen;NonML;JavaScript,Handlebars,SCSS
fossasia/susi_artwork;NonML;
fossasia/yaydoc;NonML;JavaScript,Python,Pug
fpillet/NSLogger;NonML;Objective-C,Java,Swift
fpinscala/fpinscala;NonML;Scala
franciscop/brownies;NonML;JavaScript
franciscop/ola;NonML;JavaScript
franciscop/picnic;NonML;SCSS,JavaScript
francisrstokes/construct-js;NonML;TypeScript
freach/kubernetes-security-best-practice;NonML;
frend/frend.co;NonML;JavaScript
fritzy/SleekXMPP;NonML;Python
frogermcs/AndroidDevMetrics;NonML;Java,Kotlin
frogermcs/GithubClient;NonML;Java
frontend-rescue/keep-up-to-date;NonML;JavaScript,Makefile
frontend9/fe9-library;NonML;
frontendbr/forum;NonML;
fs0c131y/ESFileExplorerOpenPortVuln;NonML;Python
fsharp/fsharp;NonML;F#,C#,OCaml
fukuchi/libqrencode;NonML;C,PHP,M4
fulldecent/system-bus-radio;NonML;C,C++,Makefile
functionaljava/functionaljava;NonML;Java,Scala
funkia/list;NonML;TypeScript,JavaScript,Handlebars
funny/link;NonML;Go
futuresimple/android-floating-action-button;NonML;Java
futurice/pepperoni-app-kit;NonML;JavaScript,Objective-C,Shell
fvbock/endless;NonML;Go,Shell
fyhertz/libstreaming;NonML;Java
gabrielemariotti/changeloglib;NonML;Java
gabrielfalcao/HTTPretty;NonML;Python,Shell,Makefile
gabrielfalcao/lettuce;NonML;Python,JavaScript,Gherkin
gabrielrcouto/php-gui;NonML;PHP,Pascal,Shell
gameclosure/devkit;NonML;JavaScript,Shell
gamelab/kiwi.js;NonML;JavaScript,TypeScript,Batchfile
garand/sticky;NonML;JavaScript
garethr/vagrantboxes-heroku;NonML;
garnele007/SwiftOCR;NonML;Swift,Ruby,GLSL
garretyoder/Colorful;NonML;Kotlin
gaubert/gmvault;NonML;Python,NSIS,Makefile
gaussic/text-classification-cnn-rnn;NonML;Python,Shell
gcanti/tcomb;NonML;JavaScript,TypeScript
gchp/iota;NonML;Rust
gdsmith/jquery.easing;NonML;JavaScript
geddy/geddy;NonML;JavaScript,Pug,Handlebars
geduldig/TwitterAPI;NonML;Python
geeeeeeeeek/WeChatLuckyMoney;NonML;Java
geeeeeeeeek/electronic-wechat;NonML;JavaScript,Shell,Batchfile
geekinglcq/CDCS;NonML;Python
geerlingguy/macos-virtualbox-vm;NonML;Shell
geffy/tffm;NonML;Jupyter Notebook,Python
geffzhang/NanoFabric;NonML;C#
gencebay/httplive;NonML;Go,JavaScript,Dockerfile
genuinetools/binctr;NonML;Go,Makefile
geokit/geokit;NonML;Ruby
geokit/geokit-rails;NonML;Ruby
george518/PPGo_ApiAdmin;NonML;Go,Visual Basic,PLpgSQL
geraintluff/tv4;NonML;JavaScript
getActivity/EmojiPackage;NonML;
getbase/base;NonML;JavaScript
getguesstimate/guesstimate-app;NonML;JavaScript
getsentry/milksnake;NonML;Python,Rust,C
getsentry/raven-python;NonML;Python,Shell,Makefile
ggerganov/kbd-audio;NonML;C++,CMake,Shell
ghedipunk/PHP-Websockets;NonML;PHP
ghiden/angucomplete-alt;NonML;JavaScript
giantray/stackoverflow-java-top-qa;NonML;
gilbitron/Raneto;NonML;JavaScript,Makefile,Dockerfile
giltene/jHiccup;NonML;Java,Shell,Dockerfile
giltene/wrk2;NonML;C,Lua,Makefile
git-xuhao/KotlinMvp;NonML;Kotlin,Java
github/balanced-employee-ip-agreement;NonML;
github/git-sizer;NonML;Go,Shell,Makefile
github/github-services;NonML;Ruby,Shell
github/lightcrawler;NonML;JavaScript
githubwing/WingUE;NonML;Java
giulio92/GLTableCollectionView;NonML;Swift
gkajs/gka;NonML;JavaScript
gkoberger/stacksort;NonML;JavaScript,Less
gleue/TGLStackedViewController;NonML;Objective-C,Ruby
gliderlabs/docker-alpine;NonML;Shell,Dockerfile
glittershark/reactable;NonML;JavaScript
globalizejs/globalize;NonML;JavaScript,Shell
glouw/tinn;NonML;C,Makefile
glslify/glslify;NonML;JavaScript,GLSL,Shell
go-bootstrap/go-bootstrap;NonML;Go,Shell,Ruby
go-check/check;NonML;Go
go-macaron/macaron;NonML;Go
go-martini/martini;NonML;Go
go-qml/qml;NonML;Go,C++,C
goadapp/goad;NonML;Go,Makefile,Ruby
goatslacker/alt;NonML;JavaScript,Ruby,TypeScript
gobitfly/etherchain-light;NonML;JavaScript,Dockerfile
gocircuit/circuit;NonML;Go,Ruby,Shell
godlygeek/tabular;NonML;Vim script
goinaction/code;NonML;Go
goji/goji;NonML;Go
gokrazy/gokrazy;NonML;Go,JavaScript,SCSS
golang-ui/nuklear;NonML;C,Go,Makefile
goldsmith/Wikipedia;NonML;Python,Shell
gomex/docker-para-desenvolvedores;NonML;
gongwalker/ApiManager;NonML;JavaScript,Go,Shell
gontovnik/DGActivityIndicatorView;NonML;Objective-C,Ruby
gontovnik/DGRunkeeperSwitch;NonML;Swift,Ruby,Objective-C
google-fabric/velocity-react;NonML;JavaScript
google-research/batch-ppo;NonML;Python
google/CausalImpact;NonML;R
google/agera;NonML;Java
google/breakpad;NonML;C++,Makefile,C
google/btree;NonML;Go
google/butteraugli;NonML;C++,Python,Makefile
google/cameraview;NonML;Java
google/codesearch;NonML;Go,Shell
google/end-to-end;NonML;JavaScript,Java,Shell
google/firing-range;NonML;Java,JavaScript
google/gumbo-parser;NonML;C,C++,Ragel in Ruby Host
google/gxui;NonML;Go
google/highwayhash;NonML;C++,C,Java
google/kati;NonML;C++,Go,Makefile
google/material-design-lite;NonML;JavaScript
google/novm;NonML;Go,Python,C
google/rappor;NonML;R,Java,Python
google/seq2seq;NonML;Python,Shell,Perl
google/skicka;NonML;Go
google/skylark;NonML;Go,Assembly
google/tamperchrome;NonML;TypeScript,JavaScript,SCSS
google/vim-maktaba;NonML;Vim script,Python
google/wwwbasic;NonML;JavaScript,Shell
googleanalytics/autotrack;NonML;JavaScript
googlecreativelab/chrome-music-lab;NonML;JavaScript,GLSL,ShaderLab
googlecreativelab/open-nsynth-super;NonML;C++,Python,Makefile
googleprojectzero/domato;NonML;Python,PHP
googlesamples/android-BluetoothChat;NonML;Java
googlesamples/android-Camera2Video;NonML;Java,Kotlin
googlesamples/android-ScreenCapture;NonML;Java
googlesamples/android-instant-apps;NonML;Java,Kotlin,Shell
googlesamples/android-testing-templates;NonML;Java,Kotlin,Prolog
googlesamples/android-topeka;NonML;Kotlin,Shell
googlesamples/androidtv-Leanback;NonML;Java
googlesamples/assistant-sdk-python;NonML;Python
googlesamples/google-services;NonML;Java,Objective-C,Swift
googlesamples/io2015-codelabs;NonML;Java,JavaScript,Objective-C
googlevr/gvr-android-sdk;NonML;
googollee/go-socket.io;NonML;Go,Makefile,Dockerfile
goreliu/wsl-terminal;NonML;Shell,AutoHotkey,JavaScript
goruby/goruby;NonML;Go,Ruby
gpambrozio/BlockAlertsAnd-ActionSheets;NonML;Objective-C,Ruby
grangier/python-goose;NonML;Python
grantland/android-autofittextview;NonML;Java
graphql/graphql-relay-js;NonML;TypeScript,JavaScript
greatghoul/sibi;NonML;JavaScript
greensock/GreenSock-JS;NonML;JavaScript
greg7mdp/sparsepp;NonML;C++,C,Python
gregdurrett/berkeley-doc-summarizer;NonML;Scala,Perl,Java
gregnavis/active_record_doctor;NonML;Ruby,Logos
gregsexton/gitv;NonML;Vim script
gresrun/jesque;NonML;Java,Lua
gridstack/gridstack.js;NonML;TypeScript,JavaScript,SCSS
grimfang4/sdl-gpu;NonML;C,C++,CMake
groovy/groovy-android-gradle-plugin;NonML;Groovy
groovy/groovy-core;NonML;Java,Groovy,GAP
grosser/parallel;NonML;Ruby
grugq/portal;NonML;
gruntjs/grunt-contrib-jshint;NonML;JavaScript
gruntjs/grunt-contrib-uglify;NonML;JavaScript
gsdios/SDAutoLayout;NonML;Objective-C,Swift,Ruby
gtank/cryptopasta;NonML;Go
gtoonstra/etl-with-airflow;NonML;Shell
guard/guard;NonML;Ruby,Gherkin
guardian/scribe;NonML;JavaScript,Shell
guardianproject/haven;NonML;Java,Kotlin,Shell
gudh/ihover;NonML;CoffeeScript,JavaScript
guigrpa/oao;NonML;JavaScript
guillaume-chevalier/LSTM-Human-Activity-Recognition;NonML;Jupyter Notebook,Python
gulp-community/gulp-concat;NonML;JavaScript
gulp-sourcemaps/gulp-sourcemaps;NonML;JavaScript,Shell,Less
gulpjs/vinyl;NonML;JavaScript
guoguibing/librec;NonML;Java,Scala,Batchfile
guolindev/coolweatherjetpack;NonML;Kotlin
guolindev/giffun;NonML;Java,Kotlin
guptarohit/asciigraph;NonML;Go
gurayyarar/AdminBSBMaterialDesign;NonML;JavaScript,CoffeeScript,PHP
guregu/null;NonML;Go
guyzmo/git-repo;NonML;Python,Shell
gwtproject/gwt;NonML;Java,Python,JavaScript
gwuhaolin/dive-into-webpack;NonML;JavaScript
gwuhaolin/lightsocks;NonML;Go,Dockerfile
gxvv/ex-baiduyunpan;NonML;JavaScript
gzc/CLRS;NonML;C++,Python,C
h2non/baloo;NonML;Go,Makefile
h2non/gentleman;NonML;Go
h5bp/Effeckt.css;NonML;JavaScript
h5bp/lazyweb-requests;NonML;
haad/proxychains;NonML;C,Shell,Makefile
hackjutsu/Lepton;NonML;JavaScript,SCSS
hackware1993/MagicIndicator;NonML;Java
hainproject/hain;NonML;JavaScript,C++,Objective-C
hak5darren/USB-Rubber-Ducky;NonML;C,Makefile,Assembly
hakimel/Avgrund;NonML;JavaScript
hakimel/Ladda;NonML;JavaScript,SCSS
hakimel/css;NonML;JavaScript
hal3/ciml;NonML;Python,Groff,Perl
hamcrest/hamcrest-php;NonML;PHP
hamstergem/hamster;NonML;Ruby
hamukazu/lets-get-arrested;NonML;
hannob/bashcheck;NonML;Shell
hanslub42/rlwrap;NonML;C,Perl,Python
haoel/haoel.github.io;NonML;Shell
harc/ohm;NonML;JavaScript,Shell,TypeScript
harjot-oberai/MaterialShadows;NonML;Java
harjot-oberai/MusicDNA;NonML;Java
harjot-oberai/VectorMaster;NonML;Java
harrystech/prelaunchr;NonML;Ruby,JavaScript
harvardnlp/annotated-transformer;NonML;Jupyter Notebook,Smarty,Python
hatRiot/zarp;NonML;Python,Shell
hatnote/listen-to-wikipedia;NonML;JavaScript
haxiomic/GPU-Fluid-Experiments;NonML;Haxe,GLSL
hbons/SparkleShare;NonML;C#,Meson,Shell
hdodenhof/CircleImageView;NonML;Java
hechenqingyuan/gitwms;NonML;JavaScript,C#,Visual Basic
hecomi/uRaymarching;NonML;HLSL,ShaderLab,C#
hellysmile/fake-useragent;NonML;Python
henryboldi/felony;NonML;JavaScript
henrylee2cn/pholcus;NonML;Go,Shell
hermanhermitage/videocoreiv;NonML;Python,Assembly,C
heroku/heroku-django-template;NonML;Python
heroku/heroku-pg-extras;NonML;JavaScript
heroku/heroku-repo;NonML;JavaScript
herozhou/vue-framework-wz;NonML;Vue,JavaScript
heruijun/flutter_boss;NonML;Dart,Ruby,Objective-C
heruoxin/Clip-Stack;NonML;Java
hexene/LocalVPN;NonML;Java
hexgnu/linkedin;NonML;Ruby
hholtmann/smcFanControl;NonML;Objective-C,Rich Text Format,C
higgsfield/RL-Adventure;NonML;Jupyter Notebook,Python
hightman/xunsearch;NonML;PHP,C,C++
hillwoodroc/winetricks-zh;NonML;Shell,CMake
hilongjw/vue-progressbar;NonML;JavaScript,Vue
hindupuravinash/the-gan-zoo;NonML;Python
hjnilsson/country-flags;NonML;JavaScript
hmkcode/Android;NonML;Java,Kotlin
hnes/libaco;NonML;C,Shell,Assembly
hnvn/flutter_shimmer;NonML;Dart,Ruby,Objective-C
hoisie/web;NonML;Go
hokaccha/node-jwt-simple;NonML;JavaScript
hokaccha/nodebrew;NonML;Perl,Shell
hongyangAndroid/FlowLayout;NonML;Java
hongyangAndroid/MPermissions;NonML;Java
hongyangAndroid/hongyangWeixinArticles;NonML;
honraytech/VueThink;NonML;PHP,Vue,Smarty
hooram/ownphotos;NonML;Jupyter Notebook,Python,Lua
hoplon/javelin;NonML;Clojure,Shell,JavaScript
horst3180/arc-theme;NonML;Shell,Makefile,M4
horst3180/vertex-theme;NonML;Shell,Makefile,M4
hoteltonight/HTAutocompleteTextField;NonML;Objective-C,Ruby
hotoo/pinyin;NonML;JavaScript,TypeScript,Makefile
hotvulcan/Thanos.sh;NonML;PowerShell,Shell
howardabrams/dot-files;NonML;Emacs Lisp,Shell,YASnippet
howeyc/fsnotify;NonML;Go
hoytech/vmtouch;NonML;C,Makefile,Perl
hql287/Manta;NonML;JavaScript
htmlpreview/htmlpreview.github.com;NonML;JavaScript
http-kit/http-kit;NonML;Java,Clojure,Shell
huangyanbin/smartTable;NonML;Java
huangz1990/redis;NonML;JavaScript
huanxsd/MeiTuan;NonML;JavaScript,Java,Ruby
huanxsd/react-native-refresh-list-view;NonML;JavaScript,Java,Ruby
huaxz1986/cplusplus-_Implementation_Of_Introduction_to_Algorithms;NonML;C++,QMake,C
hugomd/parrot.live;NonML;JavaScript,PowerShell
huichen/wukong;NonML;Go
hujie-frank/SENet;NonML;Cuda,C++
hujiulong/blog;NonML;
hujiulong/gcoord;NonML;TypeScript,JavaScript
hukl/Smyck-Color-Scheme;NonML;Vim script,JavaScript
humaan/Modaal;NonML;JavaScript,SCSS
hummingbird-me/kitsu-tools;NonML;Shell,Dockerfile
huoyijie/AdvancedEAST;NonML;Python
hustcc/canvas-nest.js;NonML;JavaScript
huytd/agar.io-clone;NonML;JavaScript,Dockerfile
hybridgroup/cylon;NonML;JavaScript,Makefile
hyj1991/easy-monitor;NonML;JavaScript
hyperhq/runv;NonML;Go,Shell,M4
hyperhype/hyperscript;NonML;JavaScript
hyperledger/hyperledger;NonML;
hyperoslo/Cache;NonML;Swift,Ruby
hyperoslo/Compass;NonML;Swift,Ruby,Shell
hyperoslo/Imaginary;NonML;Swift,Ruby
hyperoslo/Presentation;NonML;Swift,Ruby
hyperrealm/libconfig;NonML;C,Shell,C++
hzlzh/Best-App;NonML;
hzzly/xyy-vue;NonML;JavaScript,Vue
i-schuetz/SwiftCharts;NonML;Swift,Ruby,Objective-C
i-tu/Hasklig;NonML;Python,Clojure,Rich Text Format
iBaa/PlexConnect;NonML;Python,JavaScript,Shell
iMeiji/Toutiao;NonML;Java
iaincollins/nextjs-starter;NonML;JavaScript
iamdustan/smoothscroll;NonML;JavaScript
iamkun/tower_game;NonML;JavaScript
iammert/ScalingLayout;NonML;Java
iamseancheney/python_for_data_analysis_2nd_chinese_version;NonML;
ianks/octodown;NonML;Ruby
ianobermiller/nuclearmail;NonML;JavaScript
ianstormtaylor/react-values;NonML;JavaScript
ibireme/YYModel;NonML;Objective-C,Swift,Ruby
ibireme/YYText;NonML;Objective-C,Ruby
icanzilb/EasyAnimation;NonML;Swift,Ruby,Objective-C
icexin/gocraft;NonML;Go
ichord/At.js;NonML;CoffeeScript,JavaScript
icindy/wxParse;NonML;JavaScript
icodesign/Potatso;NonML;
icsharpcode/NRefactory;NonML;C#
ictar/python-doc;NonML;
iczer/vue-antd-admin;NonML;Vue,JavaScript,Less
id-Software/DOOM;NonML;C,Assembly
id-Software/DOOM-3-BFG;NonML;C++,C,Groff
id-Software/Quake-2;NonML;C,Assembly,Objective-C
idank/explainshell;NonML;Python,JavaScript,Perl
ideashower/ShareKit;NonML;Objective-C,C
ideawu/ssdb;NonML;C++,PHP,COBOL
idehub/react-native-google-analytics-bridge;NonML;Objective-C,Java,TypeScript
idevelop/ascii-camera;NonML;JavaScript
idevz/vanilla;NonML;Perl,Lua,Shell
idiotWu/smooth-scrollbar;NonML;TypeScript,JavaScript
ietf-wg-acme/acme;NonML;Python,Makefile
igorantun/node-chat;NonML;JavaScript
igorkasyanchuk/rails_db;NonML;JavaScript,Ruby,Shell
igormatyushkin014/Sensitive;NonML;Swift,Ruby,Objective-C
igrigorik/em-http-request;NonML;Ruby
igrigorik/em-websocket;NonML;Ruby
iizukanao/node-rtsp-rtmp-server;NonML;CoffeeScript,Dockerfile,Makefile
ijoshsmith/json2swift;NonML;Swift
ikew0ng/SwipeBackLayout;NonML;Java
iliasam/OpenSimpleLidar;NonML;C,C#,C++
ilikenwf/apt-fast;NonML;Shell,Makefile
iltercengiz/ICViewPager;NonML;Swift,Ruby
imakewebthings/deck.js;NonML;JavaScript,Makefile
imbryk/LoopingViewPager;NonML;Java
immobiliare/ApnsPHP;NonML;PHP,Objective-C
imsky/holder;NonML;JavaScript,Shell
inconshreveable/ngrok;NonML;Go,JavaScript,Makefile
indragiek/DominantColor;NonML;Swift,Ruby,Objective-C
indrimuska/angular-moment-picker;NonML;TypeScript,JavaScript
infinitered/ProMotion;NonML;Ruby
infinum/android_dbinspector;NonML;Kotlin,Groovy
infobyte/spoilerwall;NonML;Python
ingbyr/VDM;NonML;Kotlin,Shell
ingydotnet/git-hub;NonML;Shell,Roff,Makefile
injetlee/Python;NonML;Python
inloop/AndroidViewModel;NonML;Java,FreeMarker
inloop/shadow4android;NonML;JavaScript
insidegui/PodcastMenu;NonML;Swift,JavaScript,Objective-C
insin/nwb;NonML;JavaScript
insin/react-maskedinput;NonML;JavaScript
instant-solutions/ISTimeline;NonML;Swift,Ruby,Objective-C
instantpage/instant.page;NonML;JavaScript
intelxed/xed;NonML;Python,C,C++
interagent/http-api-design;NonML;
interagent/prmd;NonML;Ruby
internetwache/GitTools;NonML;Shell,Python
intika/Librefox;NonML;JavaScript,PowerShell,Shell
intoli/exodus;NonML;Python,C,Shell
intridea/multi_json;NonML;Ruby
intuit/sdp;NonML;
inuitcss/inuitcss;NonML;SCSS,JavaScript
inuyaksa/jquery.nicescroll;NonML;JavaScript
iodefog/VipVideo;NonML;Objective-C
ionelmc/pytest-benchmark;NonML;Python,Batchfile
ionescu007/lxss;NonML;C++,C
ipselon/structor;NonML;JavaScript
iqiyi/Andromeda;NonML;Java,Groovy
iqiyi/LiteApp;NonML;JavaScript,Objective-C,Java
ireaderlab/zkdash;NonML;JavaScript,Python,PHP
isaacs/github;NonML;
isaacs/minimatch;NonML;JavaScript,Shell
isair/JSONHelper;NonML;Swift,Ruby,Shell
ismailtasdelen/xss-payload-list;NonML;
it-interview/EasyJob;NonML;
ithinco/i-am-chinese-the-dragonfly-must-go-on;NonML;
itmuch/spring-cloud-docker-microservice-book-code;NonML;Java,Groovy,Python
ityouknow/spring-boot-leaning;NonML;
ivanilves/xiringuito;NonML;Shell,Makefile
ivanseidel/ArduinoThread;NonML;C++
j-delaney/easy-application;NonML;
j256/ormlite-android;NonML;Java
j4mie/idiorm;NonML;PHP,Dockerfile
jackdclark/five;NonML;JavaScript
jackmoore/colorbox;NonML;JavaScript
jackmoore/zoom;NonML;JavaScript
jackpal/Taipei-Torrent;NonML;Go,Shell
jacksu/utils4s;NonML;Scala,Java,Python
jacobeisenstein/gt-nlp-class;NonML;Jupyter Notebook,Python,Shell
jacomyal/sigma.js;NonML;TypeScript,GLSL,JavaScript
jadonk/bonescript;NonML;JavaScript,Makefile,Shell
jae-jae/QueryList;NonML;PHP
jakesgordon/javascript-state-machine;NonML;JavaScript
jakiestfu/Blur.js;NonML;JavaScript
jakogut/tinyvm;NonML;C,Makefile,Assembly
jaliss/securesocial;NonML;Scala,Java,Ruby
jalkoby/squasher;NonML;Ruby
james-proxy/james;NonML;JavaScript,SCSS
james2m/seedbank;NonML;Ruby
jamesarosen/ember-i18n;NonML;
jamescun/switcher;NonML;Go,Makefile
jamesiarmes/php-ews;NonML;PHP
jamesob/desk;NonML;Shell,Dockerfile,Makefile
jameysharp/corrode;NonML;Haskell,Python,Batchfile
jamiebuilds/unstated;NonML;JavaScript,TypeScript
jamiemcg/Remarkable;NonML;Python,Shell
janodvarko/harviewer;NonML;JavaScript,PHP,ActionScript
janpaepke/ScrollMagic;NonML;JavaScript
jansmolders86/mediacenterjs;NonML;JavaScript
jantimon/favicons-webpack-plugin;NonML;JavaScript
jaredhanson/passport;NonML;JavaScript,Makefile
jaredhanson/passport-local;NonML;JavaScript,Makefile
jaredpalmer/react-fns;NonML;TypeScript,JavaScript
jaredsburrows/android-gradle-java-app-template;NonML;Java
jashkenas/backbone;NonML;JavaScript,CoffeeScript
jashkenas/docco;NonML;CoffeeScript,EJS,JavaScript
jashkenas/underscore;NonML;JavaScript
jasny/bootstrap;NonML;JavaScript,SCSS,Less
jasondavies/bloomfilter.js;NonML;JavaScript
jasonlong/isometric-contributions;NonML;JavaScript
java-json-tools/json-schema-validator;NonML;Java,Shell
javaSwing/NeteaseCloudWebApp;NonML;Vue,JavaScript,Less
javaee/glassfish;NonML;Java,Roff,Shell
javafx-maven-plugin/javafx-maven-plugin;NonML;Java
javascript-obfuscator/javascript-obfuscator;NonML;TypeScript,JavaScript,Shell
javiersantos/AppUpdater;NonML;Java
javiersantos/PiracyChecker;NonML;Java,Kotlin,AIDL
javve/list.js;NonML;JavaScript
jawil/blog;NonML;JavaScript
jawj/IKEv2-setup;NonML;Shell
jawj/OverlappingMarkerSpiderfier;NonML;JavaScript,CoffeeScript,Shell
jazzband/django-admin2;NonML;Python,Less,SCSS
jazzband/django-hosts;NonML;Python,Makefile
jbdemonte/gmap3;NonML;JavaScript
jborg/attic;NonML;Python,C
jbrownlee/CleverAlgorithms;NonML;Ruby,Yacc,Makefile
jbt/markdown-editor;NonML;JavaScript
jbtronics/CrookedStyleSheets;NonML;PHP
jcc/blog;NonML;PHP,Vue,Blade
jcoleman/tomcat-redis-session-manager;NonML;Java,Ruby
jd-alexander/LikeButton;NonML;Java
jdan/isomer;NonML;JavaScript
jdavisclark/JsFormat;NonML;Python,Shell,JavaScript
jdf/processing.py;NonML;Python,Java,GLSL
jdorn/sql-formatter;NonML;PHP
jeantimex/ios-swift-collapsible-table-section;NonML;Swift
jeasonlzy/ImagePicker;NonML;Java
jeffreyjackson/mac-apps;NonML;
jejacks0n/mercury;NonML;JavaScript,CoffeeScript,Ruby
jek/blinker;NonML;Python,Makefile
jenkinsci/pipeline-plugin;NonML;
jeremeamia/super_closure;NonML;PHP,Makefile
jeremyckahn/shifty;NonML;JavaScript
jeromeetienne/jquery-qrcode;NonML;JavaScript,Makefile
jesolem/PCV;NonML;Python,Shell
jfirebaugh/konacha;NonML;Ruby,JavaScript,CoffeeScript
jgthms/marksheet;NonML;JavaScript,Sass
jgthms/minireset.css;NonML;JavaScript,Sass
jhlywa/chess.js;NonML;JavaScript
jiahongfei/TodayStepCounter;NonML;Java
jiahuang/d3-timeline;NonML;
jiajunhui/PlayerBase;NonML;Java
jianfengye/nginx-1.0.14_comment;NonML;C,XS,C++
jiesutd/NCRFpp;NonML;Python
jikeytang/sublime-text;NonML;
jimeh/tmux-themepack;NonML;Go,Shell,Makefile
jimhigson/oboe.js;NonML;JavaScript
jimmysuncpt/Algorithms;NonML;Java
jimradford/superputty;NonML;C#
jinatonic/confetti;NonML;Java
jindrapetrik/jpexs-decompiler;NonML;Java,Lex,NSIS
jinfagang/weibo_terminater;NonML;Python
jipegit/OSXAuditor;NonML;JavaScript,Python,Makefile
jirikavi/AngularJS-Toaster;NonML;JavaScript
jjoe64/GraphView;NonML;Java
jkaving/intellij-colors-solarized;NonML;Shell
jkphl/gulp-svg-sprite;NonML;JavaScript
jlord/offline-issues;NonML;JavaScript
jmdugan/blocklists;NonML;DIGITAL Command Language,JavaScript,Shell
jmettraux/rufus-scheduler;NonML;Ruby,Makefile
jnicklas/turnip;NonML;Ruby,Logos
jnordberg/gif.js;NonML;JavaScript,CoffeeScript,Shell
joaopereirawd/animatedModal.js;NonML;JavaScript
joaopereirawd/fakeLoader.js;NonML;JavaScript
joaoventura/full-speed-python;NonML;Makefile
joedaniels29/10Clock;NonML;Swift,Ruby,Objective-C
joeldbirch/superfish;NonML;JavaScript,CoffeeScript
joeldev/JLRoutes;NonML;Objective-C,Ruby,Swift
joewalnes/filtrex;NonML;JavaScript,Makefile
joewalnes/reconnecting-websocket;NonML;JavaScript
joewalnes/websocketd;NonML;Go,Makefile,Roff
